Id,Name,CourseCode,CourseUnit,Semester,Description,courseCategory,DegreeId,DepartmentId,LevelId,Status,Prerequisite,InstitutionProviderId,CreatedDate,UpdatedDate
271,General Embryology ,ANA2215,2,2,,0,2,4,2,,,,1900-01-01,1900-01-02
272,Non-Ruminant Production ,ANS5101,2,1,,1,2,1,5,,,,1900-01-01,1900-01-02
273,Ruminant Production ,ANS5102,2,1,,1,2,1,5,,,,1900-01-01,1900-01-02
274,Animal Breeding  and Genetics,ANS5103,2,1,,0,2,1,5,,,,1900-01-01,1900-01-02
275,Animal Feed Formulation and Technology ,ANS5104,2,1,,1,2,1,5,,,,1900-01-01,1900-01-02
276,Bioclimatology of Farm Animals,ANS5105,2,1,,1,2,1,5,,,,1900-01-01,1900-01-02
277,Chemistry and Nutritive Value of Nigeria's feeds,ANS5106,2,1,,1,2,1,5,,,,1900-01-01,1900-01-02
278,Artificial Insemination in Farm Animals,ANS5107,2,1,,0,2,1,5,,,,1900-01-01,1900-01-02
279,Pasture and Range Management ,ANS5201,2,2,,0,2,1,5,,,,1900-01-01,1900-01-02
280,Research Techniques and Animal Experimentation ,ANS5202,2,2,,1,2,1,5,,,,1900-01-01,1900-01-02
281,Nutrition in Ruminant and Monogastric Animals,ANS5203,3,2,,0,2,1,5,,,,1900-01-01,1900-01-02
282,Animal Health and Diseases,ANS5204,2,2,,0,2,1,5,,,,1900-01-01,1900-01-02
283,Animal Products and their Handling ,ANS5205,2,2,,0,2,1,5,,,,1900-01-01,1900-01-02
284,Livestock Economics ,ANS5206,2,2,,0,2,1,5,,,,1900-01-01,1900-01-02
285,Game Production and Utilization ,ANS5207,2,2,,2,2,1,5,,,,1900-01-01,1900-01-02
286,Seminar,ANS5298,2,2,,0,2,1,5,,,,1900-01-01,1900-01-02
287,Research Project,ANS5299,5,2,,0,2,1,5,,,,1900-01-01,1900-01-02
288,Introduction to Architecture,ARC101,2,1,,0,2,15,1,,,,1900-01-01,1900-01-02
289,Design Fundamentals I,ARC1111,2,1,,0,2,15,1,,,,1900-01-01,1900-01-02
290,Architectural Graphics and Lettering I,ARC1121,2,1,,0,2,15,1,,,,1900-01-01,1900-01-02
291,Freehand Sketching I,ARC1123,2,1,,0,2,15,1,,,,1900-01-01,1900-01-02
292,Introduction to Architecture I,ARC1131,3,1,,0,2,15,1,,,,1900-01-01,1900-01-02
293,The Nature of Environmental Science,ARC1161,2,1,,0,2,15,1,,,,1900-01-01,1900-01-02
294,Design Fundamentals II,ARC1212,2,2,,0,2,15,1,,,,1900-01-01,1900-01-02
295,Architectural Graphics and Lettering II,ARC1222,2,2,,0,2,15,1,,,,1900-01-01,1900-01-02
296,Freehand Sketching II,ARC1224,2,2,,0,2,15,1,,,,1900-01-01,1900-01-02
297,Introduction to Architecture II,ARC1232,3,2,,0,2,15,1,,,,1900-01-01,1900-01-02
298,The Basic Elements of Planning for Architecture,ARC1262,2,2,,0,2,15,1,,,,1900-01-01,1900-01-02
299,Architectural Design Studio I,ARC201,6,1,,0,2,15,2,,,,1900-01-01,1900-01-02
300,Architectural Design Studio II,ARC202,6,2,,0,2,15,2,,,,1900-01-01,1900-01-02
301,Building Components and Methods I,ARC203,2,1,,0,2,15,2,,,,1900-01-01,1900-01-02
302,Building Components and Methods II,ARC204,2,2,,0,2,15,2,,,,1900-01-01,1900-01-02
303,History of World and Traditional Architecture,ARC205,2,1,,0,2,15,2,,,,1900-01-01,1900-01-02
304,Building materials workshop practice  and safety,ARC206,2,2,,0,2,15,2,,,,1900-01-01,1900-01-02
305,Building Structures I,ARC207,2,1,,0,2,15,2,,,,1900-01-01,1900-01-02
306,Building Structures II,ARC208,2,2,,0,2,15,2,,,,1900-01-01,1900-01-02
307,Architectural Design I,ARC2111,4,1,,0,2,15,2,,,,1900-01-01,1900-01-02
308,Descriptive Geometry I,ARC2121,2,1,,0,2,15,2,,,,1900-01-01,1900-01-02
309,Modelling Workshop,ARC2123,1,1,,0,2,15,2,,,,1900-01-01,1900-01-02
310,History of Architecture I,ARC2131,2,1,,0,2,15,2,,,,1900-01-01,1900-01-02
311,Building Components and Methods I,ARC2141,2,1,,0,2,15,2,,,,1900-01-01,1900-01-02
312,Building Structures I,ARC2143,2,1,,0,2,15,2,,,,1900-01-01,1900-01-02
313,Computer Aided Design,ARC2171,2,1,,0,2,15,2,,,,1900-01-01,1900-01-02
314,Entrepreneurship & Corperate Governance,ARC2181,1,1,,0,2,15,2,,,,1900-01-01,1900-01-02
315,Architectural Design II,ARC2212,4,2,,0,2,15,2,,,,1900-01-01,1900-01-02
316,SIWES I,ARC2214,3,2,,0,2,15,2,,,,1900-01-01,1900-01-02
317,Descriptive Geometry II,ARC2222,2,2,,0,2,15,2,,,,1900-01-01,1900-01-02
318,History of Architecture II,ARC2232,2,2,,0,2,15,2,,,,1900-01-01,1900-01-02
319,Building Components and Methods II,ARC2242,2,2,,0,2,15,2,,,,1900-01-01,1900-01-02
320,Building Structures II,ARC2244,2,2,,0,2,15,2,,,,1900-01-01,1900-01-02
321,Computer Applications,ARC2271,2,2,,0,2,15,2,,,,1900-01-01,1900-01-02
322,Architectural Design III,ARC3111,4,1,,0,2,15,3,,,,1900-01-01,1900-01-02
323,Urban Design ,ARC3113,2,1,,0,2,15,3,,,,1900-01-01,1900-01-02
324,Theory of Architecture I,ARC3131,2,1,,0,2,15,3,,,,1900-01-01,1900-01-02
325,Building Typology,ARC3133,2,1,,2,2,15,3,,,,1900-01-01,1900-01-02
326,Building Components and Methods III,ARC3141,2,1,,0,2,15,3,,,,1900-01-01,1900-01-02
327,Building Structures III,ARC3143,2,1,,0,2,15,3,,,,1900-01-01,1900-01-02
328,Architectural Detailing & Specifications I,ARC3145,2,1,,0,2,15,3,,,,1900-01-01,1900-01-02
329,Architectural Working Drawing,ARC3147,2,1,,0,2,15,3,,,,1900-01-01,1900-01-02
330,Sociology of Housing,ARC3151,3,1,,2,2,15,3,,,,1900-01-01,1900-01-02
331,Psychology of Perception,ARC3152,2,1,,2,2,15,3,,,,1900-01-01,1900-01-02
332,Environmental Science,ARC3161,2,1,,0,2,15,3,,,,1900-01-01,1900-01-02
333,Building Services I,ARC3163,2,1,,0,2,15,3,,,,1900-01-01,1900-01-02
334,Valuation for Architects,ARC3172,2,1,,0,2,15,3,,,,1900-01-01,1900-01-02
335,Architectural Design IV,ARC3212,4,2,,0,2,15,3,,,,1900-01-01,1900-01-02
336,Landscape Design ,ARC3214,2,2,,0,2,15,3,,,,1900-01-01,1900-01-02
337,Interior Design,ARC3215,2,2,,0,2,15,3,,,,1900-01-01,1900-01-02
338,SIWES II,ARC3216,3,2,,0,2,15,3,,,,1900-01-01,1900-01-02
339,Theory of Architecture II,ARC3232,2,2,,0,2,15,3,,,,1900-01-01,1900-01-02
340,Building Components and Methods IV,ARC3242,2,2,,0,2,15,3,,,,1900-01-01,1900-01-02
341,Building Structures IV,ARC3244,2,2,,0,2,15,3,,,,1900-01-01,1900-01-02
342,Architectural Detailing & Specification II,ARC3246,2,2,,0,2,15,3,,,,1900-01-01,1900-01-02
343,Working Drawing,ARC3247,2,2,,2,2,15,3,,,,1900-01-01,1900-01-02
344,Development Economics,ARC3253,2,2,,2,2,15,3,,,,1900-01-01,1900-01-02
345,Environmental Planning,ARC3262,2,2,,2,2,15,3,,,,1900-01-01,1900-01-02
346,Building Services II,ARC3264,2,2,,0,2,15,3,,,,1900-01-01,1900-01-02
347,Professional Practice and Procedure I,ARC3281,2,2,,0,2,15,3,,,,1900-01-01,1900-01-02
348,Introduction to Facilities Management,ARC3282,2,2,,2,2,15,3,,,,1900-01-01,1900-01-02
349,Architectural Design V,ARC4111,4,1,,0,2,15,4,,,,1900-01-01,1900-01-02
350,Rural Development and Planning,ARC4113,2,1,,0,2,15,4,,,,1900-01-01,1900-01-02
351,Behavioural Architecture,ARC4131,2,1,,0,2,15,4,,,,1900-01-01,1900-01-02
352,Building Components and Methods V,ARC4141,2,1,,0,2,15,4,,,,1900-01-01,1900-01-02
353,Building Structures V,ARC4143,2,1,,0,2,15,4,,,,1900-01-01,1900-01-02
354,Research Methods,ARC4151,2,1,,0,2,15,4,,,,1900-01-01,1900-01-02
355,Building Climatology,ARC4161,2,1,,0,2,15,4,,,,1900-01-01,1900-01-02
356,Water Supply and Drainage,ARC4162,2,1,,2,2,15,4,,,,1900-01-01,1900-01-02
357,Acoustics and Noise Control,ARC4163,2,1,,2,2,15,4,,,,1900-01-01,1900-01-02
358,Climate Change & Environmental Control I,ARC4165,2,1,,2,2,15,4,,,,1900-01-01,1900-01-02
359,Contract Law,ARC4181,2,1,,2,2,15,4,,,,1900-01-01,1900-01-02
360,Quantities and Estimates for Architects,ARC4185,2,1,,0,2,15,4,,,,1900-01-01,1900-01-02
361,Architectural Design VI,ARC4212,4,2,,0,2,15,4,,,,1900-01-01,1900-01-02
362,Public And Institutional Buildings,ARC4214,3,2,,0,2,15,4,,,,1900-01-01,1900-01-02
363,Project Dissertation,ARC4232,3,2,,0,2,15,4,,,,1900-01-01,1900-01-02
364,Project Report and Research Essay ,ARC4234,2,2,,0,2,15,4,,,,1900-01-01,1900-01-02
365,Building Components and Methods VI,ARC4242,2,2,,0,2,15,4,,,,1900-01-01,1900-01-02
366,Building Structures VI,ARC4244,2,2,,0,2,15,4,,,,1900-01-01,1900-01-02
367,Sustainable Housing,ARC4262,2,2,,0,2,15,4,,,,1900-01-01,1900-01-02
368,Public Health Engineering,ARC4264,2,2,,2,2,15,4,,,,1900-01-01,1900-01-02
369,Climate Change & Environmental Control,ARC4265,2,2,,2,2,15,4,,,,1900-01-01,1900-01-02
370,Natural and Artificial Lighting,ARC4266,2,2,,2,2,15,4,,,,1900-01-01,1900-01-02
371,Building Economics,ARC4282,3,2,,0,2,15,4,,,,1900-01-01,1900-01-02
372,Building Contract and Arbitration,ARC4283,2,2,,0,2,15,4,,,,1900-01-01,1900-01-02
373,Prin. & Practice of Insurance  ,ASI201,3,1,,0,2,23,2,,,,1900-01-01,1900-01-02
374,Introduction To Actuarial Science ,ASI202,3,2,,0,2,23,2,,,,1900-01-01,1900-01-02
375,Risk Management I,ASI203,3,1,,0,2,23,2,,,,1900-01-01,1900-01-02
376,Risk Management II ,ASI204,3,2,,0,2,23,2,,,,1900-01-01,1900-01-02
377,Law of Torts ,ASI205,3,1,,0,2,23,2,,,,1900-01-01,1900-01-02
378,Law of Torts II,ASI206,3,2,,0,2,23,2,,,,1900-01-01,1900-01-02
379,Advanced Maths I ,ASI207,3,1,,0,2,23,2,,,,1900-01-01,1900-01-02
380,Probability Theory  ,ASI208,3,2,,0,2,23,2,,,,1900-01-01,1900-01-02
381,Principle and Practice of Insurance,ASI2101,0,1,,0,2,23,2,,,,1900-01-01,1900-01-02
382,Risk Management,ASI2103,0,1,,0,2,23,2,,,,1900-01-01,1900-01-02
383,Law of Torts,ASI2105,0,1,,0,2,23,2,,,,1900-01-01,1900-01-02
384,Advanced Mathematics I,ASI2107,0,1,,0,2,23,2,,,,1900-01-01,1900-01-02
385,Calculus,ASI2202,0,2,,0,2,23,2,,,,1900-01-01,1900-01-02
386,Risk Management II,ASI2204,0,2,,0,2,23,2,,,,1900-01-01,1900-01-02
387,Law of Torts II,ASI2206,0,2,,0,2,23,2,,,,1900-01-01,1900-01-02
388,Probability Theory,ASI2208,0,2,,0,2,23,2,,,,1900-01-01,1900-01-02
389,Life and Health Insurance,ASI3101,0,1,,0,2,23,3,,,,1900-01-01,1900-01-02
390,Advanced Mathematics II,ASI3103,0,1,,0,2,23,3,,,,1900-01-01,1900-01-02
391,Life and Health Insurance I,ASI3105,0,1,,0,2,23,3,,,,1900-01-01,1900-01-02
392,Mathematics of Finance I,ASI3107,0,1,,0,2,23,3,,,,1900-01-01,1900-01-02
393,Transportation Insurance,ASI3108,0,1,,0,2,23,3,,,,1900-01-01,1900-01-02
394,Property and Liability Insurance,ASI3202,0,2,,0,2,23,3,,,,1900-01-01,1900-01-02
395,Numerical Analysis,ASI3204,0,2,,0,2,23,3,,,,1900-01-01,1900-01-02
396,Life and Other Contigencies II,ASI3206,0,2,,0,2,23,3,,,,1900-01-01,1900-01-02
397,Actuatrial Statistics and Mortality Analysis,ASI4101,0,1,,0,2,23,4,,,,1900-01-01,1900-01-02
398,Pension Mathematics,ASI4103,0,1,,0,2,23,4,,,,1900-01-01,1900-01-02
399,Mathematics of Finance II,ASI4107,0,1,,0,2,23,4,,,,1900-01-01,1900-01-02
400,Marine Insurance,ASI4109,0,1,,0,2,23,4,,,,1900-01-01,1900-01-02
401,Re-Insurance,ASI4204,0,2,,0,2,23,4,,,,1900-01-01,1900-01-02
402,Pension and Social Insurance,ASI4206,0,2,,0,2,23,4,,,,1900-01-01,1900-01-02
403,Insurance Law,ASI4208,0,2,,0,2,23,4,,,,1900-01-01,1900-01-02
404,Valuation of Liability,ASI4210,0,2,,0,2,23,4,,,,1900-01-01,1900-01-02
405,Project,ASI4299,0,2,,0,2,23,4,,,,1900-01-01,1900-01-02
406,Introduction to Oral Literature,AU-ENG108,2,2,,1,2,17,1,,,,1900-01-01,1900-01-02
407,General Biochemistry I,BCH201,2,1,,0,2,25,2,,,,1900-01-01,1900-01-02
408,General Biochemistry I,BCH201,2,1,,0,2,4,2,,,,1900-01-01,1900-01-02
409,General Biochemistry II,BCH202,2,2,,0,2,25,2,,,,1900-01-01,1900-01-02
410,General Biochemistry II,BCH202,2,2,,0,2,4,2,,,,1900-01-01,1900-01-02
411,General Biochemistry Practical,BCH203,1,1,,0,2,25,2,,,,1900-01-01,1900-01-02
412,General Biochemistry Practical,BCH203,1,1,,0,2,4,2,,,,1900-01-01,1900-01-02
413,General Biochemistry I,BCH2101,3,1,,0,2,28,2,,,,1900-01-01,1900-01-02
414,General Biochemistry I,BCH2101,3,1,,0,2,25,2,,,,1900-01-01,1900-01-02
415,General Biochemistry I,BCH2101,3,1,,1,2,25,2,,,,1900-01-01,1900-01-02
416,Introduction to Physical biochemistry,BCH2101,3,1,,0,2,25,2,,,,1900-01-01,1900-01-02
417, Structure  And Chemistry  of Biomolecules,BCH2102,3,1,,0,2,25,2,,,,1900-01-01,1900-01-02
418,Physical Biochemistry ,BCH2103,2,1,,1,2,28,2,,,,1900-01-01,1900-01-02
419,Physical Biochemistry,BCH2103,2,1,,1,2,25,2,,,,1900-01-01,1900-01-02
420,Introduction to Physical Biochemistry,BCH2104,2,1,,0,2,25,2,,,,1900-01-01,1900-01-02
421,Experimental Biochemistry I,BCH2105,1,1,,0,2,25,2,,,,1900-01-01,1900-01-02
422,Experimental Biochemistry I,BCH2105,1,1,,1,2,28,2,,,,1900-01-01,1900-01-02
423,Intro. To Cell and Metabolism,BCH2105,0,1,,0,2,25,2,,,,1900-01-01,1900-01-02
424,General Biochemistry I,BCH2107,3,1,,0,2,25,2,,,,1900-01-01,1900-01-02
425,Protein Biochemistry,BCH2109,3,1,,0,2,25,2,,,,1900-01-01,1900-01-02
426,General Biochemistry II,BCH2201,3,2,,0,2,25,2,,,,1900-01-01,1900-01-02
427,Structure and chemistry of biomolecullar,BCH2201,3,2,,0,2,25,2,,,,1900-01-01,1900-01-02
428,Introduction To Physical Biochemistry,BCH2202,3,2,,0,2,25,2,,,,1900-01-01,1900-01-02
429,Metabolism of Carbohydrates,BCH2204,2,2,,0,2,25,2,,,,1900-01-01,1900-01-02
430,Introduction to Cell and Metabolism,BCH2205,1,2,,0,2,25,2,,,,1900-01-01,1900-01-02
431,Enzymology,BCH2206,3,2,,0,2,25,2,,,,1900-01-01,1900-01-02
432,Lipids Metabolism,BCH2208,2,2,,0,2,25,2,,,,1900-01-01,1900-01-02
433,Practical Biochemistry,BCH2209,3,2,,0,2,25,2,,,,1900-01-01,1900-01-02
434,Membrane and Bioenergetics,BCH2210,2,2,,0,2,25,2,,,,1900-01-01,1900-01-02
435,SIWES I,BCH2299,3,2,,0,2,25,2,,,,1900-01-01,1900-01-02
436,Enzymology,BCH301,2,1,,0,2,25,3,,,,1900-01-01,1900-01-02
437,Metabolism of Carbohydrates,BCH302,2,2,,0,2,25,3,,,,1900-01-01,1900-01-02
438,Metabolism of Lipids,BCH303,2,1,,0,2,25,3,,,,1900-01-01,1900-01-02
439,Metabolism of Amino Acids & Proteins,BCH304,2,2,,0,2,25,3,,,,1900-01-01,1900-01-02
440,Metabolism of Nucleic Acids,BCH305,2,1,,0,2,25,3,,,,1900-01-01,1900-01-02
441,Analytical Methods in Biochemistry,BCH306,3,2,,0,2,25,3,,,,1900-01-01,1900-01-02
442,Membrane Biochemistry,BCH307,2,1,,0,2,25,3,,,,1900-01-01,1900-01-02
443,Bioenergetics,BCH308,1,2,,0,2,25,3,,,,1900-01-01,1900-01-02
444,Inorganic Biochemistry,BCH309,1,1,,0,2,25,3,,,,1900-01-01,1900-01-02
445,Membrane of Biochemistry,BCH3101,2,1,,1,2,25,3,,,,1900-01-01,1900-01-02
446,Metabolism of Nucleic Acid,BCH3102,2,1,,0,2,25,3,,,,1900-01-01,1900-01-02
447,Food and Nutritional Biochemistry,BCH3103,3,1,,1,2,25,3,,,,1900-01-01,1900-01-02
448,Metabolism of Amino Acids & Proteins,BCH3104,2,1,,0,2,25,3,,,,1900-01-01,1900-01-02
449,Experimental Biochemistry II,BCH3105,1,1,,0,2,25,3,,,,1900-01-01,1900-01-02
450,General Biochemistry Techniques,BCH3106,3,1,,0,2,25,3,,,,1900-01-01,1900-01-02
451,Principles of Immunology,BCH3107,2,1,,1,2,25,3,,,,1900-01-01,1900-01-02
452,Experimental Biochemistry,BCH3108,2,1,,0,2,25,3,,,,1900-01-01,1900-01-02
453,Nutritional biochemistry,BCH3109,3,1,,2,2,25,3,,,,1900-01-01,1900-01-02
454,Techniques in Biochemistry,BCH3109,3,1,,0,2,25,3,,,,1900-01-01,1900-01-02
455,Food and Nutritional Biochemistry,BCH3110,3,1,,0,2,25,3,,,,1900-01-01,1900-01-02
456,Student Industrial Work Experience,BCH3199,2,1,,0,2,25,3,,,,1900-01-01,1900-01-02
457,Principles of Enzymology,BCH3201,3,2,,0,2,25,3,,,,1900-01-01,1900-01-02
458,Chemistry and Metabolism of Carbohydrates,BCH3202,2,2,,1,2,25,3,,,,1900-01-01,1900-01-02
459,Chemistry and Metabolism of Lipids,BCH3203,2,2,,1,2,25,3,,,,1900-01-01,1900-01-02
460,Bioenergetics,BCH3204,1,2,,1,2,25,3,,,,1900-01-01,1900-01-02
461,Experimental Biochemistry III,BCH3205,1,2,,0,2,25,3,,,,1900-01-01,1900-01-02
462,Principles of Endocrinology,BCH3206,2,2,,1,2,25,3,,,,1900-01-01,1900-01-02
463,Toxicology I,BCH3207,2,2,,1,2,25,3,,,,1900-01-01,1900-01-02
464,Food biochemistry,BCH3208,3,2,,0,2,25,3,,,,1900-01-01,1900-01-02
465,General biochemical methods,BCH3212,2,2,,0,2,25,3,,,,1900-01-01,1900-01-02
466,SIWES II,BCH3219,3,2,,0,2,25,3,,,,1900-01-01,1900-01-02
467,Student Industrial Work Experience,BCH3299,15,2,,0,2,25,3,,,,1900-01-01,1900-01-02
468,Industrial Attachment,BCH399,3,2,,0,2,25,3,,,,1900-01-01,1900-01-02
469,Advanced Enzymology,BCH401,2,1,,0,2,25,4,,,,1900-01-01,1900-01-02
470,Molecular Biochemistry,BCH402,2,2,,0,2,25,4,,,,1900-01-01,1900-01-02
471,Metabolic Regulations,BCH403,2,1,,0,2,25,4,,,,1900-01-01,1900-01-02
472,Biochemical Reasoning,BCH404,1,2,,0,2,25,4,,,,1900-01-01,1900-01-02
473,Plant Biochemistry,BCH405,2,1,,0,2,25,4,,,,1900-01-01,1900-01-02
474,Research Project,BCH406,6,2,,0,2,25,4,,,,1900-01-01,1900-01-02
475,Bioinformatics,BCH407,2,1,,0,2,25,4,,,,1900-01-01,1900-01-02
476,Biochemical Entrepreneurship,BCH408,2,2,,0,2,25,4,,,,1900-01-01,1900-01-02
477,Enzymology,BCH4101,2,1,,0,2,25,4,,,,1900-01-01,1900-01-02
478,Pharmacological Biochemistry,BCH4102,3,1,,1,2,25,4,,,,1900-01-01,1900-01-02
479,Tissue Biochemistry,BCH4103,2,1,,2,2,25,4,,,,1900-01-01,1900-01-02
480,Endocrinology,BCH4104,2,1,,1,2,25,4,,,,1900-01-01,1900-01-02
481,Biotechnology & Genetic Engineering,BCH4105,3,1,,0,2,25,4,,,,1900-01-01,1900-01-02
482,Molecular Aspects of Immunology,BCH4106,2,1,,1,2,25,4,,,,1900-01-01,1900-01-02
483,Plant Biochemistry,BCH4107,2,1,,2,2,25,4,,,,1900-01-01,1900-01-02
484,Advanced Biochemical Methods,BCH4108,2,1,,0,2,25,4,,,,1900-01-01,1900-01-02
485,Seminar in Biochemistry,BCH4109,2,1,,0,2,25,4,,,,1900-01-01,1900-01-02
486,Bioinformatics and Structural Biology,BCH4110,2,1,,2,2,25,4,,,,1900-01-01,1900-01-02
487,Molecular Biology,BCH4111,3,1,,0,2,25,4,,,,1900-01-01,1900-01-02
488,Pharmacological Biochemistry,BCH4113,3,1,,0,2,25,4,,,,1900-01-01,1900-01-02
489,Advanced Biochemical Methods,BCH4115,2,1,,0,2,25,4,,,,1900-01-01,1900-01-02
490,Introduction to Bioinformatics,BCH4117,2,1,,0,2,25,4,,,,1900-01-01,1900-01-02
491,Research Project,BCH4199,6,1,,0,2,25,4,,,,1900-01-01,1900-01-02
492,Industrial Biochemistry,BCH4201,3,2,,0,2,25,4,,,,1900-01-01,1900-01-02
493,Biosynthesis of Macromolecules,BCH4202,1,2,,1,2,25,4,,,,1900-01-01,1900-01-02
494,Clinical and Forensic Biochemistry,BCH4203,3,2,,1,2,25,4,,,,1900-01-01,1900-01-02
495,Bioinorganic Chemistry,BCH4204,1,2,,2,2,25,4,,,,1900-01-01,1900-01-02
496,Toxicology II,BCH4205,2,2,,1,2,25,4,,,,1900-01-01,1900-01-02
497,Metabolic Regulations,BCH4206,2,2,,1,2,25,4,,,,1900-01-01,1900-01-02
498,Food Standard and Quality,BCH4207,2,2,,2,2,25,4,,,,1900-01-01,1900-01-02
499,Biochemical Reasoning,BCH4208,1,2,,1,2,25,4,,,,1900-01-01,1900-01-02
500,Clinical and Forensic Biochemistry,BCH4210,3,2,,0,2,25,4,,,,1900-01-01,1900-01-02
501,Industrial Biochemistry,BCH4212,3,2,,0,2,25,4,,,,1900-01-01,1900-01-02
502,Inorganic Biochemistry,BCH4214,2,2,,0,2,25,4,,,,1900-01-01,1900-01-02
503,Research project,BCH4299,6,2,,0,2,25,4,,,,1900-01-01,1900-01-02
504,Enzymology,BCM3101,3,1,,0,2,25,3,,,,1900-01-01,1900-01-02
505,Metabolism of amino acids and protein,BCM3204,2,2,,2,2,25,3,,,,1900-01-01,1900-01-02
506,Business Statistics,BED1101,2,1,,0,2,23,1,,,,1900-01-01,1900-01-02
507,Introduction to Vocational Education ,BED1102,2,1,,0,2,23,1,,,,1900-01-01,1900-01-02
508,Word Processing,BED1103,2,1,,1,2,23,1,,,,1900-01-01,1900-01-02
509,Elements of Special Education,BED1104,2,1,,1,2,23,1,,,,1900-01-01,1900-01-02
510,Fundamentals of Business Education,BED1201,2,2,,0,2,23,1,,,,1900-01-01,1900-01-02
511,Office Administration and Management,BED1202,2,2,,0,2,23,1,,,,1900-01-01,1900-01-02
512,Business Mathematics,BED1203,2,2,,0,2,23,1,,,,1900-01-01,1900-01-02
513,Vocational Guidance,BED3202,2,2,,1,2,23,3,,,,1900-01-01,1900-01-02
514,Supervised Industrial Training (SIWES),BED3203,3,2,,0,2,8,3,,,,1900-01-01,1900-01-02
515,Fundamental of Data Processing,BED3205,2,2,,1,2,8,3,,,,1900-01-01,1900-01-02
516,Spreadsheet Processing,BED3206,3,2,,0,2,8,3,,,,1900-01-01,1900-01-02
517,Seminar in Business Education,BED4101,2,1,,0,2,23,4,,,,1900-01-01,1900-01-02
518,Business Organization and Management,BED4102,2,1,,0,2,23,4,,,,1900-01-01,1900-01-02
519,Office Information Technology,BED4103,2,1,,0,2,23,4,,,,1900-01-01,1900-01-02
520,Business Methods,BED4104,2,1,,1,2,23,3,,,,1900-01-01,1900-01-02
521,Human Relations,BED4105,2,1,,1,2,23,4,,,,1900-01-01,1900-01-02
522,Entrepreneurship in Business Education,BED4106,2,1,,0,2,23,4,,,,1900-01-01,1900-01-02
523,Nigerian Marketing System and Commercial Policy,BED4201,2,2,,0,2,23,4,,,,1900-01-01,1900-01-02
524,Office Technology and Management,BED4202,1,2,,1,2,23,4,,,,1900-01-01,1900-01-02
525,Consumer Education,BED4203,2,2,,1,2,23,4,,,,1900-01-01,1900-01-02
526,Principles of Advertising,BED4204,2,2,,0,2,23,4,,,,1900-01-01,1900-01-02
527,Introduction to Finance I,BFN1101,3,1,,0,2,22,1,,,,1900-01-01,1900-01-02
528,"Introduction to Microfinance,Small & Medium Scale Enterprises",BFN1102,2,1,,2,2,22,1,,,,1900-01-01,1900-01-02
529,Elements of Insurance,BFN1103,2,1,,2,2,22,1,,,,1900-01-01,1900-01-02
530,Introduction to Banking & Finance,BFN1202,3,2,,0,2,22,1,,,,1900-01-01,1900-01-02
531,Introduction to Finance II,BFN1204,3,2,,0,2,22,1,,,,1900-01-01,1900-01-02
532,Nigerian Financial System ,BFN2101,3,1,,0,2,22,2,,,,1900-01-01,1900-01-02
533,Mathematics of Finance,BFN2102,3,1,,0,2,22,2,,,,1900-01-01,1900-01-02
534,Nigerian Banking and Financial Environment,BFN2202,3,2,,0,2,22,2,,,,1900-01-01,1900-01-02
535,Nigerian Banking and Financial Environment,BFN2203,2,2,,0,2,22,2,,,,1900-01-01,1900-01-02
536,Statistics for Accounting & Finance I,BFN2204,3,2,,0,2,22,2,,,,1900-01-01,1900-01-02
537,Business Finance I,BFN3101,3,1,,0,2,22,3,,,,1900-01-01,1900-01-02
538,"Law,Ethics and Corporate Governance",BFN3102,3,1,,0,2,22,3,,,,1900-01-01,1900-01-02
539,Public Finance,BFN3103,3,1,,0,2,22,3,,,,1900-01-01,1900-01-02
540,Statistics for Accounting And Finance II,BFN3104,3,1,,0,2,22,3,,,,1900-01-01,1900-01-02
541,Microfinance,BFN3105,3,1,,2,2,22,3,,,,1900-01-01,1900-01-02
542,Entrepreneurial Finance,BFN3106,3,1,,2,2,22,3,,,,1900-01-01,1900-01-02
543,Monetary Theory & Policy,BFN3204,3,2,,0,2,22,3,,,,1900-01-01,1900-01-02
544,Practice of Banking I (Banking Methods & Processes),BFN3205,3,2,,0,2,22,3,,,,1900-01-01,1900-01-02
545,Marketing of Financial Services,BFN3206,3,2,,0,2,22,3,,,,1900-01-01,1900-01-02
546,Research Methodology,BFN3207,3,2,,0,2,22,3,,,,1900-01-01,1900-01-02
547,Agricultural Finance,BFN3208,3,2,,2,2,22,3,,,,1900-01-01,1900-01-02
548,Business Finance II,BFN3209,3,2,,0,2,22,3,,,,1900-01-01,1900-01-02
549,International Trade and Finance,BFN3210,3,2,,0,2,22,3,,,,1900-01-01,1900-01-02
550,Mortgage Finance,BFN3211,3,2,,2,2,22,3,,,,1900-01-01,1900-01-02
551,International Banking and Finance II,BFN4101,3,1,,0,2,22,4,,,,1900-01-01,1900-01-02
552,Financial Management,BFN4102,3,1,,0,2,22,4,,,,1900-01-01,1900-01-02
553,Practice of Banking II,BFN4103,3,1,,0,2,22,4,,,,1900-01-01,1900-01-02
554,Management of Financial Institutions,BFN4104,3,1,,0,2,22,4,,,,1900-01-01,1900-01-02
555,Comparative Banking System,BFN4105,3,1,,0,2,22,4,,,,1900-01-01,1900-01-02
556,Analysis for Business and Financial Decisions,BFN4106,3,1,,0,2,22,4,,,,1900-01-01,1900-01-02
