Id,Name,Description,StateId,CreatedDate,UpdatedDate
548,Mokwa,,26,4/20/2024,4/20/2024
549,Rijau,,26,4/20/2024,4/20/2024
550,Shiroro,,26,4/20/2024,4/20/2024
551,Suleja,,26,4/20/2024,4/20/2024
552,Munya,,26,4/20/2024,4/20/2024
553,Paikoro,,26,4/20/2024,4/20/2024
554,Tafa,,26,4/20/2024,4/20/2024
555,Wushishi,,26,4/20/2024,4/20/2024
556,Ifo,,27,4/20/2024,4/20/2024
557,Ijebu East,,27,4/20/2024,4/20/2024
558,Ijebu North,,27,4/20/2024,4/20/2024
559,Ijebu North East,,27,4/20/2024,4/20/2024
560,Abeokuta North,,27,4/20/2024,4/20/2024
561,Abeokuta South,,27,4/20/2024,4/20/2024
562,Ado-Odo/Ota,,27,4/20/2024,4/20/2024
563,Imeko Afon,,27,4/20/2024,4/20/2024
564,Ipokia,,27,4/20/2024,4/20/2024
565,Obafemi Owode,,27,4/20/2024,4/20/2024
566,Odogbolu,,27,4/20/2024,4/20/2024
567,Sagamu,,27,4/20/2024,4/20/2024
568,Yewa North,,27,4/20/2024,4/20/2024
569,Yewa South,,27,4/20/2024,4/20/2024
570,Ewekoro,,27,4/20/2024,4/20/2024
571,Ijebu Ode,,27,4/20/2024,4/20/2024
572,Ikenne,,27,4/20/2024,4/20/2024
573,Odeda,,27,4/20/2024,4/20/2024
574,Ogun Waterside,,27,4/20/2024,4/20/2024
575,Remo North,,27,4/20/2024,4/20/2024
576,Akoko north,,28,4/20/2024,4/20/2024
577,Akoko north east,,28,4/20/2024,4/20/2024
578,Akoko south east,,28,4/20/2024,4/20/2024
579,Ondo,,28,4/20/2024,4/20/2024
580,Ondo east,,28,4/20/2024,4/20/2024
581,Ose,,28,4/20/2024,4/20/2024
582,Owo,,28,4/20/2024,4/20/2024
583,Akoko south,,28,4/20/2024,4/20/2024
584,Akure north,,28,4/20/2024,4/20/2024
585,Akure,,28,4/20/2024,4/20/2024
586,Idanre,,28,4/20/2024,4/20/2024
587,Irele,,28,4/20/2024,4/20/2024
588,Odigbo,,28,4/20/2024,4/20/2024
589,Okitipupa,,28,4/20/2024,4/20/2024
590,Ifedore,,28,4/20/2024,4/20/2024
591,Ese Odo,,28,4/20/2024,4/20/2024
592,Ilaje,,28,4/20/2024,4/20/2024
593,Ile Oluji/Okeigbo,,28,4/20/2024,4/20/2024
594,Bolawaduro ,,29,4/20/2024,4/20/2024
595,Boripe,,29,4/20/2024,4/20/2024
596,Ede ,,29,4/20/2024,4/20/2024
597,Ede north ,,29,4/20/2024,4/20/2024
598,Atakumosa west ,,29,4/20/2024,4/20/2024
599,Atakumosa east ,,29,4/20/2024,4/20/2024
600,Ayedaade ,,29,4/20/2024,4/20/2024
601,Ayedire ,,29,4/20/2024,4/20/2024
602,Ife south ,,29,4/20/2024,4/20/2024
603,Ife east ,,29,4/20/2024,4/20/2024
604,"Ifedayo, Ifelodun",,29,4/20/2024,4/20/2024
605,Ilesha west ,,29,4/20/2024,4/20/2024
606,Egbedore ,,29,4/20/2024,4/20/2024
607,Ejigbo ,,29,4/20/2024,4/20/2024
608,Ife north ,,29,4/20/2024,4/20/2024
609,Ife central ,,29,4/20/2024,4/20/2024
610,Ila- orangun ,,29,4/20/2024,4/20/2024
611,Ilesah east ,,29,4/20/2024,4/20/2024
612,Irepodun ,,29,4/20/2024,4/20/2024
613,ola oluwa ,,29,4/20/2024,4/20/2024
614,olorunda ,,29,4/20/2024,4/20/2024
615,"Oriade, Orolu ",,29,4/20/2024,4/20/2024
616,Osogbo .,,29,4/20/2024,4/20/2024
617,Irewole ,,29,4/20/2024,4/20/2024
618,Isokan ,,29,4/20/2024,4/20/2024
619,Iwo ,,29,4/20/2024,4/20/2024
620,Obokun ,,29,4/20/2024,4/20/2024
621,Odo-otin ,,29,4/20/2024,4/20/2024
622,Akinyele Moniya ,,30,4/20/2024,4/20/2024
623,Afijio Jobele ,,30,4/20/2024,4/20/2024
624,Ido ,,30,4/20/2024,4/20/2024
625,Irepo ,,30,4/20/2024,4/20/2024
626,Iseyin ,,30,4/20/2024,4/20/2024
627,Egbeda Egbeda ,,30,4/20/2024,4/20/2024
628,Ibadan North Agodi Gate ,,30,4/20/2024,4/20/2024
629,Ibadan North-East Iwo Road ,,30,4/20/2024,4/20/2024
630,Ibadan North-West ,,30,4/20/2024,4/20/2024
631,Ibadan South-West Ring Road ,,30,4/20/2024,4/20/2024
632,Ibadan South-East Mapo ,,30,4/20/2024,4/20/2024
633,Ibarapa Central ,,30,4/20/2024,4/20/2024
634,Ibarapa East Eruwa ,,30,4/20/2024,4/20/2024
635,Kajola ,,30,4/20/2024,4/20/2024
636,Lagelu ,,30,4/20/2024,4/20/2024
637,Atisbo Tede ,,30,4/20/2024,4/20/2024
638,Saki West ,,30,4/20/2024,4/20/2024
639,Saki East ,,30,4/20/2024,4/20/2024
640,Ogbomosho North ,,30,4/20/2024,4/20/2024
641,Ogbomosho South ,,30,4/20/2024,4/20/2024
642,Oyo West Ojongbodu ,,30,4/20/2024,4/20/2024
643,Atiba Ofa Meta ,,30,4/20/2024,4/20/2024
644,Itesiwaju Otu ,,30,4/20/2024,4/20/2024
645,Iwajowa ,,30,4/20/2024,4/20/2024
646,Surulere ,,30,4/20/2024,4/20/2024
647,Orelope ,,30,4/20/2024,4/20/2024
648,Ori Ire ,,30,4/20/2024,4/20/2024
649,Ibarapa North ,,30,4/20/2024,4/20/2024
650,Olorunsogo ,,30,4/20/2024,4/20/2024
651,Oluyole ,,30,4/20/2024,4/20/2024
652,Ogo Oluwa ,,30,4/20/2024,4/20/2024
653,Oyo East ,,30,4/20/2024,4/20/2024
654,Ona Ara .,,30,4/20/2024,4/20/2024
655,Bokkos ,,31,4/20/2024,4/20/2024
656,Jos East ,,31,4/20/2024,4/20/2024
657,Kanam ,,31,4/20/2024,4/20/2024
658,Barkin Ladi ,,31,4/20/2024,4/20/2024
659,Bassa ,,31,4/20/2024,4/20/2024
660,Kanke ,,31,4/20/2024,4/20/2024
661,Langtang North ,,31,4/20/2024,4/20/2024
662,Jos North ,,31,4/20/2024,4/20/2024
663,Jos South ,,31,4/20/2024,4/20/2024
664,Langtang South ,,31,4/20/2024,4/20/2024
665,Riyom ,,31,4/20/2024,4/20/2024
666,Shendam ,,31,4/20/2024,4/20/2024
667,Wase .,,31,4/20/2024,4/20/2024
668,Mangu ,,31,4/20/2024,4/20/2024
669,Mikang ,,31,4/20/2024,4/20/2024
670,Pankshin ,,31,4/20/2024,4/20/2024
671,Quaan Pan ,,31,4/20/2024,4/20/2024
672,Abua-Odual,,32,4/20/2024,4/20/2024
673,Ahoada East,,32,4/20/2024,4/20/2024
674,Asari-Toru,,32,4/20/2024,4/20/2024
675,Bonny,,32,4/20/2024,4/20/2024
676,Etche,,32,4/20/2024,4/20/2024
677,Gokana,,32,4/20/2024,4/20/2024
678,Ikwerre,,32,4/20/2024,4/20/2024
679,Degema,,32,4/20/2024,4/20/2024
680,Ahoada West,,32,4/20/2024,4/20/2024
681,Akuku-Toru,,32,4/20/2024,4/20/2024
682,Andoni,,32,4/20/2024,4/20/2024
683,Eleme,,32,4/20/2024,4/20/2024
684,Emohua,,32,4/20/2024,4/20/2024
685,Oyigbo,,32,4/20/2024,4/20/2024
686,Khana,,32,4/20/2024,4/20/2024
687,Omumma,,32,4/20/2024,4/20/2024
688,Opobo-Nkoro,,32,4/20/2024,4/20/2024
689,Portharcourt,,32,4/20/2024,4/20/2024
690,Tai,,32,4/20/2024,4/20/2024
691,Obio-Akpor,,32,4/20/2024,4/20/2024
692,Ogba-Egbema-Ndoni,,32,4/20/2024,4/20/2024
693,Ogu-bolo,,32,4/20/2024,4/20/2024
694,Okrika,,32,4/20/2024,4/20/2024
695,Gada,,33,4/20/2024,4/20/2024
696,Isa,,33,4/20/2024,4/20/2024
697,Kebbe,,33,4/20/2024,4/20/2024
698,Kware,,33,4/20/2024,4/20/2024
699,Rabah,,33,4/20/2024,4/20/2024
700,Goronyo,,33,4/20/2024,4/20/2024
701,Gudu,,33,4/20/2024,4/20/2024
702,Gwadabawa,,33,4/20/2024,4/20/2024
703,Illela,,33,4/20/2024,4/20/2024
704,Sabon Birni,,33,4/20/2024,4/20/2024
705,Binji,,33,4/20/2024,4/20/2024
706,Bodinga,,33,4/20/2024,4/20/2024
707,Dange Shuni,,33,4/20/2024,4/20/2024
708,Shagari,,33,4/20/2024,4/20/2024
709,Tureta,,33,4/20/2024,4/20/2024
710,Wamako,,33,4/20/2024,4/20/2024
711,Wurno,,33,4/20/2024,4/20/2024
712,Yabo,,33,4/20/2024,4/20/2024
713,Silame,,33,4/20/2024,4/20/2024
714,Sokoto North,,33,4/20/2024,4/20/2024
715,Sokoto South,,33,4/20/2024,4/20/2024
716,Tambuwal,,33,4/20/2024,4/20/2024
717,Tangaza,,33,4/20/2024,4/20/2024
718,Ardo Kola,,34,4/20/2024,4/20/2024
719,Bali,,34,4/20/2024,4/20/2024
720,Gassol,,34,4/20/2024,4/20/2024
721,Ibi,,34,4/20/2024,4/20/2024
722,Jalingo,,34,4/20/2024,4/20/2024
723,Donga,,34,4/20/2024,4/20/2024
724,Gashaka,,34,4/20/2024,4/20/2024
725,Karim Lamido,,34,4/20/2024,4/20/2024
726,Kurmi,,34,4/20/2024,4/20/2024
727,Wukari,,34,4/20/2024,4/20/2024
728,Yorro,,34,4/20/2024,4/20/2024
729,Zing,,34,4/20/2024,4/20/2024
730,Lau,,34,4/20/2024,4/20/2024
731,Sardauna,,34,4/20/2024,4/20/2024
732,Takum,,34,4/20/2024,4/20/2024
733,Ussa,,34,4/20/2024,4/20/2024
734,Fune,,35,4/20/2024,4/20/2024
735,Jakusko,,35,4/20/2024,4/20/2024
736,Karasuwa,,35,4/20/2024,4/20/2024
737,Machina,,35,4/20/2024,4/20/2024
738,Bade,,35,4/20/2024,4/20/2024
739,Bursari,,35,4/20/2024,4/20/2024
740,Damaturu,,35,4/20/2024,4/20/2024
741,Geidam,,35,4/20/2024,4/20/2024
742,Gujba,,35,4/20/2024,4/20/2024
743,Potiskum,,35,4/20/2024,4/20/2024
744,Tarmuwa,,35,4/20/2024,4/20/2024
745,Gulani,,35,4/20/2024,4/20/2024
746,Fika,,35,4/20/2024,4/20/2024
747,Nangere,,35,4/20/2024,4/20/2024
748,Nguru,,35,4/20/2024,4/20/2024
749,Yunusari,,35,4/20/2024,4/20/2024
750,Yusufari,,35,4/20/2024,4/20/2024
751,Anka,,36,4/20/2024,4/20/2024
752,Bakura,,36,4/20/2024,4/20/2024
753,Birnin Magaji,,36,4/20/2024,4/20/2024
754,Bukkuyum,,36,4/20/2024,4/20/2024
755,Bungudu,,36,4/20/2024,4/20/2024
756,Gummi,,36,4/20/2024,4/20/2024
757,Gusau,,36,4/20/2024,4/20/2024
758,Kaura,,36,4/20/2024,4/20/2024
759,Namoda,,36,4/20/2024,4/20/2024
760,Maradun,,36,4/20/2024,4/20/2024
761,Maru,,36,4/20/2024,4/20/2024
762,Shinkafi,,36,4/20/2024,4/20/2024
763,Talata Mafara,,36,4/20/2024,4/20/2024
764,Tsafe,,36,4/20/2024,4/20/2024
765,Zurmi,,36,4/20/2024,4/20/2024
766,Gwagwalada,,37,4/20/2024,4/20/2024
767,Kuje,,37,4/20/2024,4/20/2024
768,Bwari,,37,4/20/2024,4/20/2024
769,Abaji,,37,4/20/2024,4/20/2024
770,Abuja Municipa,,37,4/20/2024,4/20/2024
771,Kwali,,37,4/20/2024,4/20/2024
